#time	operator	index	value
0.5	Z	25	-0.904837418038438
0.5	X	26	-9.89232977338073e-18
0.5	Y	26	-1.12260074726084e-16
0.5	Z	26	-0.904837418038438
0.5	X	27	2.84771783490001e-18
0.5	Y	27	1.51178464776419e-18
0.5	Z	27	-0.904837418038437
0.5	X	28	-9.61403431983768e-20
0.5	Y	28	-1.48195220849907e-19
0.5	Z	28	-0.904837418038437
0.5	X	29	-6.21948598291682e-21
0.5	Y	29	4.75159515490307e-21
0.5	Z	29	-0.904837418038437
0.5	X	30	1.2189348345354e-22
0.5	Y	30	1.76329769817133e-22
0.5	Z	30	-0.904837418038437

0.6	X	1	3.17888755972999e-18
0.6	Y	1	5.18115996671719e-18
0.6	Z	1	0.886920436720072
0.6	X	2	7.39247902826141e-17
0.6	Y	2	-5.27087395686652e-17
0.6	Z	2	0.886920436720071
0.6	X	3	-6.54766441485776e-16
0.6	Y	3	-9.2267884189805e-16
0.6	Z	3	0.886920436720072
0.6	X	4	-9.12295396253471e-15
0.6	Y	4	6.3740386118718e-15
0.6	Z	4	0.886920436720072
0.6	X	5	3.53072734794452e-13
0.6	Y	5	4.18139886847228e-13
0.6	Z	5	0.886920436720098
0.6	X	6	4.49455388233122e-12
0.6	Y	6	-3.77314713828787e-12
0.6	Z	6	0.88692043671918
0.6	X	7	-1.29631049470189e-12
0.6	Y	7	-1.66206826499962e-12
0.6	Z	7	0.886920436624727
0.6	X	8	-2.45507027679923e-12
0.6	Y	8	1.04747799472083e-12
0.6	Z	8	0.886920424361216
0.6	X	9	1.79574373437674e-12
0.6	Y	9	-4.07460008883686e-12
0.6	Z	9	0.886919891543893
0.6	X	10	-4.95174386002692e-12
0.6	Y	10	3.65759269620893e-12
0.6	Z	10	0.886902421810732
0.6	X	11	1.24824773076151e-11
0.6	Y	11	-5.90362813222775e-12
0.6	Z	11	0.886503011097455
0.6	X	12	-4.33937657398975e-12
0.6	Y	12	2.22745167612758e-11
0.6	Z	12	0.880450182608637
0.6	X	13	-1.54633374689579e-11
0.6	Y	13	1.27482519997961e-11
0.6	Z	13	0.826220510969803
0.6	X	14	1.77833666675993e-12
0.6	Y	14	2.23143539230752e-11
0.6	Z	14	0.59333600728021
0.6	X	15	1.71965381202251e-11
0.6	Y	15	6.07560197720997e-13
0.6	Z	15	0.255896096225408
0.6	X	16	-5.93066522672009e-12
0.6	Y	16	8.74141367963147e-12
0.6	Z	16	-0.255894564218816
0.6	X	17	1.17826715925882e-11
0.6	Y	17	1.12210588726403e-12
0.6	Z	17	-0.593338754301724
0.6	X	18	-7.29001975624894e-12
0.6	Y	18	-5.41138553574419e-12
0.6	Z	18	-0.826218864000827
0.6	X	19	1.21476384062646e-12
0.6	Y	19	-5.4422526855764e-12
0.6	Z	19	-0.88045044692545
0.6	X	20	-1.30061643244191e-11
0.6	Y	20	1.53648323900566e-12
0.6	Z	20	-0.886503162226419
0.6	X	21	-1.42331571269033e-11
0.6	Y	21	2.91240805244608e-12
0.6	Z	21	-0.886902436740849
0.6	X	22	1.41520822790951e-12
0.6	Y	22	1.0783598444414e-11
0.6	Z	22	-0.886919888229974
0.6	X	23	3.15088470543374e-12
0.6	Y	23	-2.96567638654953e-13
0.6	Z	23	-0.886920423540232
0.6	X	24	-1.09645733717477e-13
0.6	Y	24	-5.01010843353945e-13
0.6	Z	24	-0.886920436602335
0.6	X	25	-5.96518386553524e-14
0.6	Y	25	1.49386456058473e-14
0.6	Z	25	-0.886920436718996
0.6	X	26	1.2134367777213e-15
0.6	Y	26	4.80647462065471e-15
0.6	Z	26	-0.886920436720098
0.6	X	27	-9.43684065615949e-17
0.6	Y	27	-2.98407415059999e-17
0.6	Z	27	-0.886920436720071
0.6	X	28	-1.73368595074532e-18
0.6	Y	28	3.78247608751602e-18
0.6	Z	28	-0.886920436720072
0.6	X	29	-2.52352065883368e-19
0.6	Y	29	-1.8196259920566e-20
0.6	Z	29	-0.886920436720072
0.6	X	30	6.58280747391923e-21
0.6	Y	30	1.26732078298822e-20
0.6	Z	30	-0.886920436720072

0.7	X	1	5.57261047148374e-17
0.7	Y	1	3.41692109865906e-17
0.7	Z	1	0.869358235402139
0.7	X	2	2.91886081590902e-16
0.7	Y	2	-5.78499883758665e-16
0.7	Z	2	0.869358235402139
0.7	X	3	-4.73396698763273e-15
0.7	Y	3	-2.59397115684179e-15
0.7	Z	3	0.869358235402139
0.7	X	4	-6.85648292702057e-14
0.7	Y	4	6.74076012827025e-14
0.7	Z	4	0.86935823540215
0.7	X	5	6.37416810213086e-13
0.7	Y	5	7.74176201580794e-13
0.7	Z	5	0.869358235401748
0.7	X	6	3.66004065441989e-12
0.7	Y	6	-3.95786561492493e-12
0.7	Z	6	0.869358235366565
0.7	X	7	-2.44610484780241e-12
0.7	Y	7	-2.25243550190376e-12
0.7	Z	7	0.869358232036839
0.7	X	8	1.65466980274319e-13
0.7	Y	8	-2.12166406687587e-12
0.7	Z	8	0.869358104148759
0.7	X	9	-1.17884723782273e-11
0.7	Y	9	-2.49072730634281e-12
0.7	Z	9	0.869354197320452
0.7	X	10	-6.71339439885829e-12
0.7	Y	10	5.94535745383543e-12
0.7	Z	10	0.869264574437258
0.7	X	11	6.66862937165547e-12
0.7	Y	11	-7.31036651782828e-12
0.7	Z	11	0.867819201746198
0.7	X	12	1.06054504968969e-11
0.7	Y	12	1.67890748455799e-11
0.7	Z	12	0.852612138337624
0.7	X	13	-9.88486234029425e-12
0.7	Y	13	2.55430268457346e-11
0.7	Z	13	0.761227036668058
0.7	X	14	3.73249576927334e-12
0.7	Y	14	1.73027962309126e-11
0.7	Z	14	0.516578651948026
0.7	X	15	1.61986759445036e-11
0.7	Y	15	-3.70086291391716e-12
0.7	Z	15	0.281003063428695
0.7	X	16	-1.0920648105242e-11
0.7	Y	16	2.87326467829356e-12
0.7	Z	16	-0.280997668581823
0.7	X	17	1.22391571359131e-11
0.7	Y	17	1.02799059028046e-11
0.7	Z	17	-0.516587022089545
0.7	X	18	2.96433754161652e-12
0.7	Y	18	-2.10285861896821e-11
0.7	Z	18	-0.761224362062008
0.7	X	19	-5.63017998539489e-12
0.7	Y	19	-1.88645939938041e-12
0.7	Z	19	-0.852611600039422
0.7	X	20	-1.84420416993849e-11
0.7	Y	20	6.16377726305843e-12
0.7	Z	20	-0.867819390594686
0.7	X	21	-5.98803407556232e-12
0.7	Y	21	3.33153479084239e-12
0.7	Z	21	-0.869264623777869
0.7	X	22	-6.89360092744352e-12
0.7	Y	22	7.72066873770487e-12
0.7	Z	22	-0.869354198997259
0.7	X	23	4.74587101504501e-12
0.7	Y	23	1.97192488061512e-12
0.7	Z	23	-0.869358103051353
0.7	X	24	4.8343338549572e-13
0.7	Y	24	-1.39560503064717e-12
0.7	Z	24	-0.869358232056098
0.7	X	25	-1.98725955314558e-13
0.7	Y	25	-9.4198128003427e-14
0.7	Z	25	-0.869358235373505
0.7	X	26	-1.2625315396241e-14
0.7	Y	26	1.97256978019679e-14
0.7	Z	26	-0.869358235401813
0.7	X	27	1.39231908246692e-15
0.7	Y	27	9.89064355768071e-16
0.7	Z	27	-0.869358235402149
0.7	X	28	-4.99941679340081e-17
0.7	Y	28	3.86653200839694e-17
0.7	Z	28	-0.869358235402138
0.7	X	29	-2.37062929308487e-18
0.7	Y	29	2.86303521763343e-18
0.7	Z	29	-0.869358235402139
0.7	X	30	5.94607026860953e-20
0.7	Y	30	7.63741178687584e-20
0.7	Z	30	-0.869358235402139

